epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,359.366,1.45523,2.16054,1.33689,0.10417,0.15625,0.16567,0.08044,1.94686,4.29007,1.56644,0.06775,0.000325758,0.000325758
1,11190.5,1.45523,2.16054,1.33689,0.10417,0.15625,0.16567,0.08044,1.94686,4.29007,1.56644,0.06775,0.000325758,0.000325758
